date,Close,High,Low,Open,Volume
8/2/2021,34838.16016,35192.10938,34808.19922,34968.55859,238620000
8/3/2021,35116.39844,35120.94141,34714.32813,34864.10156,259820000
8/4/2021,34792.67188,35047.44141,34790.62109,35047.44141,245300000
8/5/2021,35064.25,35067.53906,34815.60938,34815.60938,216580000
8/6/2021,35208.51172,35246.78906,35077.44141,35077.44141,231570000
8/9/2021,35101.85156,35229.67188,35041.23828,35229.67188,207850000
8/10/2021,35264.67188,35285.16016,35091.91016,35135.17188,255040000
8/11/2021,35484.96875,35501.16016,35300.89063,35300.89063,232800000
8/12/2021,35499.85156,35510.76953,35352.53125,35481.94141,231600000
8/13/2021,35515.37891,35610.57031,35474.78125,35551.55859,236790000
8/16/2021,35625.39844,35631.19141,35231.87109,35490.82813,292590000
8/17/2021,35343.28125,35500.01172,35120.30859,35500.01172,309410000
8/18/2021,34960.69141,35356.80078,34943.41016,35310.19922,289800000
8/19/2021,34894.12109,34997.80859,34690.25,34874.67188,333550000
8/20/2021,35120.07813,35177.26172,34867.07031,34917.96094,269320000
8/23/2021,35335.71094,35428.91016,35160.96875,35160.96875,245760000
8/24/2021,35366.26172,35445.46875,35356.17969,35382.71875,228710000
8/25/2021,35405.5,35501.14063,35287.62891,35388.76953,237230000
8/26/2021,35213.12109,35498.44922,35205.10156,35449.67969,239740000
8/27/2021,35455.80078,35479.17969,35231.10938,35231.10938,240990000
8/30/2021,35399.83984,35510.71094,35374.46094,35471.80078,245390000
8/31/2021,35360.73047,35449.78906,35289.85938,35391.37891,337240000
9/1/2021,35312.53125,35407.37109,35287.05078,35387.55078,265520000
9/2/2021,35443.82031,35475.39844,35348.48047,35353.05859,263370000
9/3/2021,35369.08984,35422.71094,35269.39844,35401.73047,221370000
9/7/2021,35100,35373.23828,35060.89844,35373.23828,289830000
9/8/2021,35031.07031,35175.14844,34925.60938,35087.44922,261880000
9/9/2021,34879.37891,35199.89063,34847.30078,35013.07813,261330000
9/10/2021,34607.71875,35104.25,34599.60938,34949.58984,333230000
9/13/2021,34869.62891,34939.10156,34665.5,34665.5,334190000
9/14/2021,34577.57031,34990.35938,34510.30078,34906.89844,325140000
9/15/2021,34814.39063,34880.76953,34522.03125,34580.94922,317490000
9/16/2021,34751.32031,34943.55078,34540.10938,34810.26953,278270000
9/17/2021,34584.87891,34779.85938,34519.62891,34737.85938,560630000
9/20/2021,33970.46875,34459.71875,33613.03125,34459.71875,435780000
9/21/2021,33919.83984,34313.87891,33914.01953,34025.60938,306970000
9/22/2021,34258.32031,34440.42188,34006.87109,34006.87109,296590000
9/23/2021,34764.82031,34879.78125,34296.30078,34296.30078,283890000
9/24/2021,34798,34857.05859,34648.07813,34762.30859,254310000
9/27/2021,34869.37109,35061.12109,34739.26953,34739.26953,289480000
9/28/2021,34299.98828,34798.21094,34254.64844,34747.69922,379020000
9/29/2021,34390.71875,34580.42188,34305.96094,34360.07813,290350000
9/30/2021,33843.92188,34557.37109,33833.32031,34467.98047,354830000
10/1/2021,34326.46094,34490.55859,33785.53906,33930.69922,427580000
10/4/2021,34002.92188,34410.28125,33821.57813,34312.96094,396860000
10/5/2021,34314.67188,34490.94922,34035.25,34035.25,311520000
10/6/2021,34416.98828,34432.67969,33854.69141,34198.96094,322170000
10/7/2021,34754.94141,34975.19141,34509.71875,34509.71875,273290000
10/8/2021,34746.25,34842.62109,34661.94922,34757.57031,238080000
10/11/2021,34496.05859,34951.35156,34486.51172,34723.78906,256820000
10/12/2021,34378.33984,34611.23828,34318.94141,34507.14844,319010000
10/13/2021,34377.80859,34449.82813,34115.10156,34372.71094,316220000
10/14/2021,34912.55859,34923.82813,34443.21875,34443.21875,338540000
10/15/2021,35294.76172,35320.96875,35023.62891,35023.62891,327870000
10/18/2021,35258.60938,35327.57031,35035.94141,35221.01953,312640000
10/19/2021,35457.30859,35462.67969,35290.12109,35325.37109,278510000
10/20/2021,35609.33984,35669.69141,35465.71094,35475.16016,265750000
10/21/2021,35603.07813,35612.35938,35442.53125,35520.32031,298390000
10/22/2021,35677.01953,35765.01953,35533.94922,35607.71875,346290000
10/25/2021,35741.14844,35787.03906,35629.37109,35692.62109,267220000
10/26/2021,35756.87891,35892.92188,35734.73047,35791.05078,321910000
10/27/2021,35490.69141,35835.42969,35490.42969,35835.42969,354180000
10/28/2021,35730.48047,35742.25,35545.41016,35545.41016,337400000
10/29/2021,35819.55859,35852.53125,35633.19922,35712.28125,399400000
11/1/2021,35913.83984,36009.73828,35797.96875,35833.64844,292880000
11/2/2021,36052.62891,36088.80859,35884.12891,35935.10938,304510000
11/3/2021,36157.57813,36178.51172,35891.73047,36059.08984,262540000
11/4/2021,36124.23047,36168.03125,35986.48047,36107.46094,307640000
11/5/2021,36327.94922,36484.75,36190.19922,36268.75,344600000
11/8/2021,36432.21875,36565.73047,36334.42188,36416.46094,284400000
11/9/2021,36319.98047,36416.98047,36173.07031,36404.53125,258020000
11/10/2021,36079.94141,36346.60938,36009.5,36299.25,278390000
11/11/2021,35921.23047,36108.17188,35915.26953,36038.78125,270320000
11/12/2021,36100.30859,36147.62891,35934.58984,35963.78125,293180000
11/15/2021,36087.44922,36236.07031,36031.78125,36128.82813,280660000
11/16/2021,36142.21875,36316.60938,36076.17969,36076.17969,308290000
11/17/2021,35931.05078,36159.69922,35909.48047,36159.69922,358310000
11/18/2021,35870.94922,35952.62891,35654.39063,35901.69141,435080000
11/19/2021,35601.98047,35879.08984,35555.37109,35879.08984,408840000
11/22/2021,35619.25,35929.66016,35615.55078,35631.41016,420810000
11/23/2021,35813.80078,35841.51953,35542.87109,35619.92188,392520000
11/24/2021,35804.37891,35825.46875,35591.03125,35752.30859,280960000
11/26/2021,34899.33984,35366.69141,34749.80078,35366.69141,324580000
11/29/2021,35135.94141,35287.91016,34895.89063,35017.71094,416040000
11/30/2021,34483.71875,35056.98828,34424.44141,35056.98828,678800000
12/1/2021,34022.03906,35004.64063,34006.98047,34678.94141,496000000
12/2/2021,34639.78906,34759.64844,34076.25,34076.25,466900000
12/3/2021,34580.07813,34801.30859,34264.57031,34692.78125,439550000
12/6/2021,35227.03125,35356.75,34633.42969,34633.42969,416720000
12/7/2021,35719.42969,35819.46875,35423.98828,35423.98828,474940000
12/8/2021,35754.75,35840.51953,35602.64844,35716.85156,387650000
12/9/2021,35754.69141,35864.23828,35577.14063,35722.26172,353020000
12/10/2021,35970.98828,35982.69141,35710.42969,35830.55078,361200000
12/13/2021,35650.94922,35958.92969,35609.53125,35958.92969,441110000
12/14/2021,35544.17969,35779.46875,35441.73828,35605.73047,440900000
12/15/2021,35927.42969,35943.83984,35389.30078,35549.35156,424720000
12/16/2021,35897.64063,36189.82813,35778.21094,36036.28125,473620000
12/17/2021,35365.44141,35800.10938,35284.26172,35800.10938,750480000
12/20/2021,34932.16016,35222.12109,34665.5,35222.12109,386590000
12/21/2021,35492.69922,35508.96094,35069.5,35069.5,346080000
12/22/2021,35753.89063,35764.67188,35433.12891,35491.71094,281930000
12/23/2021,35950.55859,36060.98828,35782.42188,35782.42188,247420000
12/27/2021,36302.37891,36306.60938,35954.48047,35954.48047,244350000
12/28/2021,36398.21094,36527.26172,36302.98828,36302.98828,239090000
12/29/2021,36488.62891,36571.55078,36396.19141,36421.14063,213480000
12/30/2021,36398.07813,36679.44141,36372.12891,36522.48047,205620000
12/31/2021,36338.30078,36484.94141,36303.96875,36385.85156,213200000
1/3/2022,36585.05859,36595.82031,36246.44922,36321.58984,347930000
1/4/2022,36799.64844,36934.83984,36636,36636,435080000
1/5/2022,36407.10938,36952.64844,36400.39063,36722.60156,462040000
1/6/2022,36236.46875,36464.19141,36200.67969,36409.05078,385890000
1/7/2022,36231.66016,36382.83984,36111.53125,36249.58984,356110000
1/10/2022,36068.87109,36175.21094,35639.91016,36175.21094,430680000
1/11/2022,36252.01953,36271.46875,35769.37891,36058.85156,356850000
1/12/2022,36290.32031,36453.48828,36168.14844,36336.16016,310180000
1/13/2022,36113.62109,36513.87891,36044.21875,36312.48828,343640000
1/14/2022,35911.80859,35996.42969,35641.48828,35996.42969,389200000
1/18/2022,35368.46875,35661.76172,35262.01953,35661.76172,427260000
1/19/2022,35028.64844,35547.82813,35015.48828,35412.30078,393080000
1/20/2022,34715.39063,35490.19922,34670.12109,35102.66016,369070000
1/21/2022,34265.37109,34896.67188,34229.55078,34701.69141,523880000
1/24/2022,34364.5,34420.98828,33150.32813,34070.60938,664010000
1/25/2022,34297.73047,34591.03906,33545.51953,34186.64063,506430000
1/26/2022,34168.08984,34815.67188,33876.48047,34520.82031,546330000
1/27/2022,34160.78125,34773.32031,34007.78125,34261.75,527780000
1/28/2022,34725.46875,34731.76953,33807.51172,34135.23828,568440000
1/31/2022,35131.85938,35148.14063,34496.10156,34691.17188,468070000
2/1/2022,35405.23828,35441.08984,34977.94922,35151.46875,386080000
2/2/2022,35629.32813,35679.19922,35290.12109,35378.19141,359540000
2/3/2022,35111.16016,35535.94141,35071.05859,35520.07813,381020000
2/4/2022,35089.73828,35333.55078,34799.07813,35095.73828,349880000
2/7/2022,35091.12891,35325.01172,34993.98047,35108.37891,328910000
2/8/2022,35462.78125,35544.89063,35090.42188,35160.67969,319190000
2/9/2022,35768.05859,35824.28125,35614.89844,35614.89844,333610000
2/10/2022,35241.58984,35800.23828,35100.71875,35630.80859,411620000
2/11/2022,34738.05859,35431.14844,34620.51953,35267.89063,398860000
2/14/2022,34566.17188,34744.55859,34304.28125,34694.5,370320000
2/15/2022,34988.83984,35047.78906,34686.19141,34686.19141,305670000
2/16/2022,34934.26953,35042.08984,34642.64063,34951.82813,294410000
2/17/2022,34312.03125,34858.46875,34246.23047,34858.46875,348720000
2/18/2022,34079.17969,34423.57813,33976.17969,34310.44922,414080000
2/22/2022,33596.60938,34024.73828,33364.28906,33974.08984,432090000
2/23/2022,33131.76172,33832.58984,33084.89844,33680.96875,370600000
2/24/2022,33223.82813,33269.33984,32272.64063,32830.32813,590850000
2/25/2022,34058.75,34095.73828,33277.21875,33277.21875,417630000
2/28/2022,33892.60156,33963.62891,33469.30859,33870.62109,443460000
3/1/2022,33294.94922,33870.14063,33107.67188,33813.48047,438730000
3/2/2022,33891.35156,34013.67188,33379.51172,33379.51172,400920000
3/3/2022,33794.66016,34179.07031,33641.53125,33972.87109,369740000
3/4/2022,33614.80078,33655.42969,33254.12109,33655.42969,408390000
3/7/2022,32817.37891,33579.75,32806.14844,33579.75,488400000
3/8/2022,32632.64063,33402.98047,32578.73047,32885.17188,553750000
3/9/2022,33286.25,33457.28125,32860.42188,32860.42188,418670000
3/10/2022,33174.07031,33236.58984,32819.76172,33106.76953,399480000
3/11/2022,32944.19141,33515.60938,32911.89063,33279.71875,369480000
3/14/2022,32945.23828,33395.58984,32818.16016,33000.37109,394940000
3/15/2022,33544.33984,33620.83984,32989.26953,32989.26953,388810000
3/16/2022,34063.10156,34075.94141,33391.23828,33653.92969,427400000
3/17/2022,34480.76172,34483.92188,33896.05859,33995.39063,339470000
3/18/2022,34754.92969,34755.19922,34279.82813,34466.71875,615420000
3/21/2022,34552.98828,34808.28125,34341.80859,34669.85156,408490000
3/22/2022,34807.46094,34882.03125,34583.23828,34583.23828,368550000
3/23/2022,34358.5,34748.83984,34352.96094,34748.83984,347880000
3/24/2022,34707.94141,34713.55859,34355.42188,34406.80859,324870000
3/25/2022,34861.23828,34942.69922,34631.51953,34702.39063,285440000
3/28/2022,34955.89063,34957.92969,34552.23047,34833.03125,299790000
3/29/2022,35294.19141,35372.26172,35030.07031,35114.35156,355050000
3/30/2022,35228.80859,35361.35938,35058.57813,35273.62891,317320000
3/31/2022,34678.35156,35201.51953,34677.98828,35201.51953,433400000
4/1/2022,34818.26953,34847.91016,34538.25,34740.89063,340400000
4/4/2022,34921.87891,34940.78125,34615.37891,34799.98047,316570000
4/5/2022,34641.17969,35112.21094,34566.03906,34876.32813,304010000
4/6/2022,34496.51172,34609.83984,34277.17188,34520.33984,386250000
4/7/2022,34583.57031,34705.82813,34190.94922,34439.23828,319870000
4/8/2022,34721.12109,34908.46094,34470.19141,34569.23828,301750000
4/11/2022,34308.07813,34701.33984,34272.28906,34630.26953,333290000
4/12/2022,34220.35938,34669.96875,34102.80859,34412.51172,333510000
4/13/2022,34564.58984,34598.35938,34140.64063,34166.64063,313630000
4/14/2022,34451.23047,34889.17188,34437.5,34628.46094,353680000
4/18/2022,34411.69141,34618.28906,34279.07813,34411.48828,264110000
4/19/2022,34911.19922,34983.10938,34394.62109,34394.62109,296350000
4/20/2022,35160.78906,35315.39844,34962.67188,34962.67188,337620000
4/21/2022,34792.76172,35492.21875,34723.82031,35258.80078,366390000
4/22/2022,33811.39844,34727.37891,33773.39063,34727.37891,373280000
4/25/2022,34049.46094,34106.01172,33323.37109,33731.64844,416900000
4/26/2022,33240.17969,33909.51172,33230.94922,33907.48828,400020000
4/27/2022,33301.92969,33697.17969,33108.89063,33450.92188,447230000
4/28/2022,33916.39063,34054.78906,33248.46094,33425.96094,440380000
4/29/2022,32977.21094,33919.58984,32913.14844,33787.01172,501560000
5/2/2022,33061.5,33224.94922,32449.86914,32978.48828,453390000
5/3/2022,33128.78906,33341.57813,32914.75,33086.08984,364420000
5/4/2022,34061.05859,34117.73828,33021.83984,33171.80078,411060000
5/5/2022,32997.96875,33854.17188,32685.09961,33854.17188,448420000
5/6/2022,32899.37109,33055.83984,32474.68945,32773.87891,416520000
5/9/2022,32245.69922,32685.16992,32121.98047,32685.16992,470770000
5/10/2022,32160.74023,32752.16992,31887.89063,32504.08984,439290000
5/11/2022,31834.10938,32584.01953,31798.85938,32123.24023,458460000
5/12/2022,31730.30078,31914.46094,31228.2207,31699.03906,544240000
5/13/2022,32196.66016,32276.05078,31862.78906,31963.85938,388520000
5/16/2022,32223.41992,32514.01953,31928.17969,32152.15039,330030000
5/17/2022,32654.58984,32689.14063,32308.15039,32427,389310000
5/18/2022,31490.07031,32468.66992,31393.94922,32468.66992,465060000
5/19/2022,31253.13086,31569.13086,31016.41016,31262.61914,517190000
5/20/2022,31261.90039,31515.7793,30635.75977,31426.93945,495510000
5/23/2022,31880.24023,31968.41992,31395.89063,31395.89063,402010000
5/24/2022,31928.61914,32014.85938,31365.58984,31717.60938,382950000
5/25/2022,32120.2793,32254.43945,31754.33008,31816.31055,343460000
5/26/2022,32637.18945,32774.14063,32248.16992,32248.16992,351220000
5/27/2022,33212.96094,33213.62109,32682.00977,32735.08984,328770000
5/31/2022,32990.12109,33240.21875,32752.33984,33160.58984,533560000
6/1/2022,32813.23047,33272.33984,32584.75977,33156.30859,338210000
6/2/2022,33248.28125,33248.60938,32509.42969,32809.01172,333210000
6/3/2022,32899.69922,33135.60938,32839.21094,32986.32031,298570000
6/6/2022,32915.78125,33235.37109,32819.5,33032.03906,253010000
6/7/2022,33180.14063,33207.44922,32641.84961,32783.03125,270750000
6/8/2022,32910.89844,33156.5,32824.37109,33087.07031,270470000
6/9/2022,32272.78906,32956.73047,32267.7793,32828.62109,289710000
6/10/2022,31392.78906,32053.51953,31387.83984,32053.51953,362300000
6/13/2022,30516.74023,31144.91016,30373.7207,31144.91016,472290000
6/14/2022,30364.83008,30690.80078,30144.23047,30592.33984,366800000
6/15/2022,30668.5293,31011.9707,30185.08008,30570.5,392670000
6/16/2022,29927.07031,30305.74023,29740.34961,30305.74023,442910000
6/17/2022,29888.7793,30167.51953,29653.28906,29912.69922,692830000
6/21/2022,30530.25,30653.98047,30074.68945,30074.68945,376900000
6/22/2022,30483.13086,30777.91992,30166.00977,30352.57031,343490000
6/23/2022,30677.35938,30715.63086,30293.40039,30570.33008,361420000
6/24/2022,31500.67969,31517.28906,30846.93945,30846.93945,465480000
6/27/2022,31438.25977,31598.58984,31351.36914,31533.59961,309910000
6/28/2022,30946.99023,31885.08984,30934.33008,31549.05078,350780000
6/29/2022,31029.31055,31152.96094,30894.5293,31067.41016,269390000
6/30/2022,30775.42969,30979.84961,30431.86914,30790,394070000
7/1/2022,31097.25977,31139.34961,30487.78906,30737.76953,310440000
7/5/2022,30967.82031,30971.74023,30355.11914,30903.11914,323080000
7/6/2022,31037.67969,31224.68945,30794.83984,30957.30078,289800000
7/7/2022,31384.55078,31421.83984,31154.64063,31190.65039,296620000
7/8/2022,31338.15039,31511.46094,31212.44922,31348.42969,238120000
7/11/2022,31173.83984,31367.55078,31114.40039,31277.98047,245020000
7/12/2022,30981.33008,31346.09961,30860.50977,31113.31055,324190000
7/13/2022,30772.78906,30979.16992,30514.60938,30743.63086,291830000
7/14/2022,30630.16992,30680.11914,30143.92969,30451.80078,325130000
7/15/2022,31288.25977,31288.25977,30775.36914,30775.36914,321570000
7/18/2022,31072.60938,31644.67969,30982.9707,31475.98047,309960000
7/19/2022,31827.05078,31842.25,31165.91016,31165.91016,378720000
7/20/2022,31874.83984,31944.44922,31646.94922,31829.99023,313520000
7/21/2022,32036.90039,32040.63086,31534.08008,31826.49023,302320000
7/22/2022,31899.28906,32219.25,31731.4707,32167.91992,319880000
7/25/2022,31990.03906,32029.0293,31821.66992,31950.92969,255450000
7/26/2022,31761.53906,31950.03906,31705.35938,31950.03906,324930000
7/27/2022,32197.58984,32336.23047,31799.42969,31865.05078,365480000
7/28/2022,32529.63086,32609.53906,31982.60938,32197.61914,331110000
7/29/2022,32845.12891,32910.17969,32493.01953,32515.61914,487360000
8/1/2022,32798.39844,32972.03125,32640.78906,32755.71094,321180000
8/2/2022,32396.16992,32772.92969,32387.11914,32691.28906,316740000
8/3/2022,32812.5,32912.73828,32514.21094,32514.21094,342160000
8/4/2022,32726.82031,32829.21875,32652.63086,32805.69141,315590000
8/5/2022,32803.46875,32814.60938,32489.61914,32593.90039,273010000
8/8/2022,32832.53906,33109.96094,32769.10156,32877.35938,275350000
8/9/2022,32774.41016,32877.53125,32702.66016,32807.35938,281080000
8/10/2022,33309.51172,33364.41016,33130.62891,33130.62891,311740000
8/11/2022,33336.67188,33651.80078,33289.82813,33451.51172,308030000
8/12/2022,33761.05078,33767.08984,33398.32031,33430.71875,299140000
8/15/2022,33912.44141,33954.71094,33582.96094,33710.69922,262670000
8/16/2022,34152.01172,34281.35938,33852.57031,33924.35156,288670000
8/17/2022,33980.32031,34161.01172,33828.41016,34029.55078,281390000
8/18/2022,33999.03906,34043.82813,33844.46094,33981.85938,282550000
8/19/2022,33706.73828,33904.69141,33627.08984,33904.69141,293990000
8/22/2022,33063.60938,33586.58984,33007.62891,33586.58984,308900000
8/23/2022,32909.58984,33138.26172,32858.89063,33033.51953,251870000
8/24/2022,32969.23047,33095.5,32828.55859,32899.01172,256900000
8/25/2022,33291.78125,33306.08984,32889.85156,33029.26953,308530000
8/26/2022,32283.40039,33364.69922,32278.2207,33293.42969,352850000
8/29/2022,32098.99023,32325.16016,31972.78906,32188,317820000
8/30/2022,31790.86914,32205.66016,31647.2207,32163.83984,317150000
8/31/2022,31510.42969,31966.03906,31509.58984,31827.15039,392780000
9/1/2022,31656.41992,31677.50977,31219.75,31454.58008,339360000
9/2/2022,31318.43945,32026.90039,31182.08984,31848.5,306180000
9/6/2022,31145.30078,31463.89063,31048.46094,31343.78906,347320000
9/7/2022,31581.2793,31644.33984,31095.21094,31145.63086,345080000
9/8/2022,31774.51953,31783.36914,31321.5,31481.94922,344340000
9/9/2022,32151.71094,32227.74023,31876.2207,31876.2207,310980000
9/12/2022,32381.33984,32504.03906,32159.49023,32159.49023,339250000
9/13/2022,31104.9707,32006.5,31018.53906,32006.5,428930000
9/14/2022,31135.08984,31276.82031,30885.01953,31141.01953,348670000
9/15/2022,30961.82031,31277.68945,30882.08008,31124.67969,345500000
9/16/2022,30822.41992,30866.60938,30550.08008,30866.60938,627920000
9/19/2022,31019.67969,31026.89063,30559.36914,30722.85938,291200000
9/20/2022,30706.23047,30888.5293,30465.91016,30888.5293,317970000
9/21/2022,30183.7793,31020.78906,30181.99023,30819.39063,354960000
9/22/2022,30076.67969,30302.2793,29994.5293,30204.51953,335270000
9/23/2022,29590.41016,29955.65039,29250.4707,29955.65039,388200000
9/26/2022,29260.81055,29630.76953,29161.11914,29536.83984,369450000
9/27/2022,29134.99023,29659.11914,28958.2207,29419.88086,355460000
9/28/2022,29683.74023,29811.7793,29114.9707,29198.91992,436040000
9/29/2022,29225.60938,29513.73047,28997.33984,29513.73047,388820000
9/30/2022,28725.50977,29355.7793,28715.84961,29123.0293,464260000
10/3/2022,29490.89063,29647.78906,28855.25,28855.25,397830000
10/4/2022,30316.32031,30325.05078,29826.66992,29826.66992,375640000
10/5/2022,30273.86914,30454.46094,29886.43945,30078.35938,290610000
10/6/2022,29926.93945,30329.60938,29859.33984,30206.13086,306840000
10/7/2022,29296.78906,29685.26953,29142.66016,29685.26953,367950000
10/10/2022,29202.88086,29485.82031,29010.41016,29419.08984,315410000
10/11/2022,29239.18945,29608.41992,29074.23047,29085.19922,352920000
10/12/2022,29210.84961,29455.11914,29136.0293,29233.06055,304420000
10/13/2022,30038.7207,30168.53906,28660.93945,28755.83008,470260000
10/14/2022,29634.83008,30428.82031,29614.30078,30192.21094,379090000
10/17/2022,30185.82031,30311.94922,29997.61914,30059.58008,369820000
10/18/2022,30523.80078,30837.90039,30301.83008,30697.51953,387130000
10/19/2022,30423.81055,30662.10938,30226.90039,30439.03906,314030000
10/20/2022,30333.58984,30822.96094,30265.19922,30411.91992,333190000
10/21/2022,31082.56055,31119.26953,30206.2793,30291.17969,418190000
10/24/2022,31499.61914,31603.63086,31161.41016,31187.32031,345040000
10/25/2022,31836.74023,31876.15039,31423.5293,31463.65039,336930000
10/26/2022,31839.10938,32172.41992,31738.43945,31738.43945,430400000
10/27/2022,32033.2793,32388.41992,31993.21094,32062.14063,375720000
10/28/2022,32861.80078,32889.80859,32158.38086,32204.31055,495830000
10/31/2022,32732.94922,32883.85938,32586.92969,32754.26953,390890000
11/1/2022,32653.19922,32975.48047,32485.23047,32862.78906,323210000
11/2/2022,32147.75977,33071.92969,32139.76953,32576.2793,398430000
11/3/2022,32001.25,32185.71094,31727.05078,31985.05078,354440000
11/4/2022,32403.2207,32611.51953,31938.91992,32265.00977,422370000
11/7/2022,32827,32895.58984,32424.99023,32454.09961,336300000
11/8/2022,33160.82813,33355.39063,32831.46094,32934.55859,335340000
11/9/2022,32513.93945,33065.10938,32478.86914,33004.46875,355200000
11/10/2022,33715.37109,33727.73047,33167.82031,33263.91016,480130000
11/11/2022,33747.85938,33817.96094,33394.42969,33797.75,427790000
11/14/2022,33536.69922,33964.30078,33533.96094,33662.05078,354340000
11/15/2022,33592.92188,33987.05859,33320.19922,33755.94141,390610000
11/16/2022,33553.82813,33682.82813,33516.98828,33554.92969,301560000
11/17/2022,33546.32031,33616.01953,33239.75,33329.26953,319210000
11/18/2022,33745.69141,33827.94141,33540.64063,33606.58984,312950000
11/21/2022,33700.28125,33864.58984,33559.17969,33760.30078,352960000
11/22/2022,34098.10156,34115.69922,33810.05078,33810.05078,277070000
11/23/2022,34194.05859,34262.07031,34004.64063,34091.57031,236820000
11/25/2022,34347.03125,34386.51172,34199.57031,34213.03906,131660000
11/28/2022,33849.46094,34303.87891,33799.35156,34275.91016,300330000
11/29/2022,33852.53125,33933.91016,33662.44922,33847.80078,279750000
11/30/2022,34589.76953,34589.76953,33583.76953,33795.42969,524440000
12/1/2022,34395.01172,34595.51172,34129.35156,34533.58984,348720000
12/2/2022,34429.87891,34483.21094,34039.73047,34265.44922,290580000
12/5/2022,33947.10156,34335.73047,33846.80859,34335.73047,312960000
12/6/2022,33596.33984,34006.62891,33418.58984,33936.87109,306220000
12/7/2022,33597.92188,33774.26953,33503.67188,33556.39844,359980000
12/8/2022,33781.48047,33899.17188,33642.46094,33695.96875,271830000
12/9/2022,33476.46094,33844.62891,33462.64844,33746.71094,287630000
12/12/2022,34005.03906,34005.03906,33519.5,33519.5,313440000
12/13/2022,34108.64063,34712.28125,33890.87891,34268.44141,442650000
12/14/2022,33966.35156,34395.64844,33704.17188,34086.07031,339090000
12/15/2022,33202.21875,33773,33016.16016,33773,394290000
12/16/2022,32920.46094,33166.46094,32654.58984,33166.46094,756310000
12/19/2022,32757.53906,33038.94141,32581.9707,32921.44922,326430000
12/20/2022,32849.73828,32992.23047,32649.44922,32735.24023,303970000
12/21/2022,33376.48047,33437.83984,33028.08984,33028.08984,328020000
12/22/2022,33027.48828,33233.35156,32573.42969,33233.35156,340640000
12/23/2022,33203.92969,33226.14063,32814.01953,32961.05859,221050000
12/27/2022,33241.55859,33387.71875,33069.57813,33224.23047,246010000
12/28/2022,32875.71094,33379.55078,32869.14844,33264.76172,252260000
12/29/2022,33220.80078,33293.42188,33020.35156,33021.42969,243060000
12/30/2022,33147.25,33152.55078,32847.82031,33121.60938,295500000
1/3/2023,33136.37109,33387.51953,32850.57031,33148.89844,355930000
1/4/2023,33269.76953,33409.10156,33033.48047,33165.14063,379400000
1/5/2023,32930.07813,33191.71875,32812.32813,33191.71875,337920000
1/6/2023,33630.60938,33710.66016,32997.39063,33055.30078,360740000
1/9/2023,33517.64844,33935.10938,33487.66016,33664.39063,327840000
1/10/2023,33704.10156,33726.53906,33421.80078,33516.42969,268260000
1/11/2023,33973.01172,33974.69141,33711.03906,33754.03125,301650000
1/12/2023,34189.96875,34292.67188,33792.10156,34047.85938,308190000
1/13/2023,34302.60938,34342.32031,33915.48828,34075.30859,274110000
1/17/2023,33910.85156,34269.96875,33860.67188,34222.32031,353050000
1/18/2023,33296.96094,34016.53125,33269.89844,33948.48828,351670000
1/19/2023,33044.55859,33227.48828,32982.05078,33171.35156,319770000
1/20/2023,33375.48828,33381.94922,32948.92969,33073.46094,367330000
1/23/2023,33629.55859,33782.87891,33316.25,33439.55859,355220000
1/24/2023,33733.96094,33782.92188,33310.55859,33444.71875,299310000
1/25/2023,33743.83984,33773.08984,33273.21094,33538.35938,341720000
1/26/2023,33949.41016,33953.78906,33635.60156,33771.66016,327000000
1/27/2023,33978.07813,34164.32813,33830.85156,33952.92969,441260000
1/30/2023,33717.08984,34055.28906,33695.17969,33909.21094,343920000
1/31/2023,34086.03906,34095.23047,33664.91016,33803.55859,360240000
2/1/2023,34092.96094,34334.69922,33581.42188,34039.60156,370120000
2/2/2023,34053.94141,34145.14063,33814.78125,34129.30078,429910000
2/3/2023,33926.01172,34179.57813,33813.85938,33926.30078,425150000
2/6/2023,33891.01953,33962.83984,33683.57813,33874.44141,296400000
2/7/2023,34156.69141,34240,33634.10156,33769.78125,361620000
2/8/2023,33949.01172,34161.64844,33899.78906,34132.89844,324090000
2/9/2023,33699.87891,34252.57031,33607.12891,34105.60938,347520000
2/10/2023,33869.26953,33897.30859,33591.98828,33671.53906,288150000
2/13/2023,34245.92969,34249.60156,33887.39063,33887.39063,302600000
2/14/2023,34089.26953,34331.46875,33827.44922,34194.08984,288820000
2/15/2023,34128.05078,34130.48828,33833.10156,34008.62891,267530000
2/16/2023,33696.85156,34041.16016,33686.58984,33992.08984,317530000
2/17/2023,33826.69141,33846.64063,33517.73047,33677.01172,302900000
2/21/2023,33129.58984,33699.69141,33115.73828,33699.69141,348320000
2/22/2023,33045.08984,33245.96875,32948.26953,33169.32813,321910000
2/23/2023,33153.91016,33272.39844,32795.67188,33175.39063,288120000
2/24/2023,32816.92188,32999.19141,32643.48047,32999.19141,277120000
2/27/2023,32889.08984,33189.28125,32814.17969,32906.16016,243660000
2/28/2023,32656.69922,32873.46875,32636.42969,32873.46875,303760000
3/1/2023,32661.83984,32746.15039,32500.71094,32656.36914,292810000
3/2/2023,33003.57031,33083.44922,32665.84961,32780.96875,317450000
3/3/2023,33390.96875,33405.82031,33008.41016,33076.32813,300050000
3/6/2023,33431.44141,33572.21875,33383.46875,33425.32031,329190000
3/7/2023,32856.46094,33453.25,32838.21094,33428.30859,299400000
